PWM	motif_score_0.001	motif_score_0.0005	motif_score_0.0001
PRGR.H13CORE.0.P.B	3.27471	4.42751	6.78591
PRGR.H13CORE.1.P.B	5.58729	6.25779	7.25744
PROP1.H13CORE.0.PSM.A	1.17021	2.67671	5.79561
PROP1.H13CORE.1.P.C	5.41173	6.18793	7.39448
PROX1.H13CORE.0.SM.B	4.70971	5.81401	7.62023
PRRX1.H13CORE.0.S.B	3.75231	5.38681	7.84932
PRRX1.H13CORE.1.S.B	1.02331	2.59261	6.05241
PRRX2.H13CORE.0.SM.B	5.30758	6.19720	7.63057
PRRX2.H13CORE.1.S.B	1.35141	2.81331	6.40791
PTF1A.H13CORE.0.P.B	3.99281	5.12531	7.28911
PTF1A.H13CORE.1.PS.A	4.13295	5.33270	7.60701
PURB.H13CORE.0.B.B	5.37837	5.92128	6.86715
RARA.H13CORE.0.PSM.A	3.06672	5.29593	7.78280
RARA.H13CORE.1.P.B	4.27951	5.19251	7.08181
RARA.H13CORE.2.P.B	4.43261	5.36921	7.26631
RARA.H13CORE.3.P.B	3.47751	4.54861	6.75651
RARB.H13CORE.0.SM.B	4.31647	5.59088	7.68581
RARB.H13CORE.1.P.B	4.95501	5.70905	7.19384
RARG.H13CORE.0.P.B	4.14141	5.13531	7.14691
RARG.H13CORE.1.PSM.A	4.69133	5.78838	7.69693
RARG.H13CORE.2.SM.B	2.59501	4.05631	7.18521
RARG.H13CORE.3.S.B	3.16601	4.31741	6.67681
RAX2.H13CORE.0.S.B	2.91891	4.46741	7.40981
RBAK.H13CORE.0.P.C	4.45081	5.38631	7.26221
REL.H13CORE.0.P.B	4.39701	5.31431	7.17161
RELB.H13CORE.0.P.B	3.84183	4.92270	7.11999
REST.H13CORE.0.P.B	1.68131	2.93341	5.56141
RFX1.H13CORE.0.PM.A	3.20152	4.44599	6.92447
RFX1.H13CORE.1.PSM.A	1.23581	2.65831	5.57671
RFX1.H13CORE.2.S.C	3.77984	5.72859	7.89042
RFX2.H13CORE.0.PS.A	3.05601	4.30371	6.82741
RFX2.H13CORE.1.PSM.A	0.89751	2.36021	5.38011
RFX3.H13CORE.0.PSM.A	3.14271	4.31141	6.69981
RFX3.H13CORE.1.PS.A	2.60291	3.92411	6.59841
RFX3.H13CORE.2.S.B	1.74011	3.08531	5.85121
RFX4.H13CORE.0.SM.B	3.22821	4.36021	6.68761
RFX5.H13CORE.0.PSG.A	0.88691	2.32031	5.27571
RFX6.H13CORE.0.P.C	4.05867	5.20308	7.38930
RFX7.H13CORE.0.SM.B	5.19501	5.77981	6.88552
RHXF1.H13CORE.0.SM.B	5.23211	6.16841	7.49351
RHXF2.H13CORE.0.SM.B	2.91443	4.79929	7.95372
RLF.H13CORE.0.PSGI.A	3.07335	4.69567	7.36913
RORA.H13CORE.0.P.C	4.75091	5.63091	7.34681
RORB.H13CORE.0.SM.B	2.56231	4.03091	7.03181
RORG.H13CORE.0.M.C	-0.60839	1.04121	4.43871
RORG.H13CORE.1.PS.A	3.85321	4.87924	7.08380
RUNX1.H13CORE.0.P.B	3.66680	5.00977	7.60068
RUNX2.H13CORE.0.P.B	3.66331	4.91931	7.44463
RUNX2.H13CORE.1.S.B	3.53261	5.07854	7.55343
RUNX2.H13CORE.2.M.C	0.34661	1.90671	5.10591
RUNX3.H13CORE.0.P.B	4.39491	5.51623	7.58856
RUNX3.H13CORE.1.S.B	-0.92799	0.80871	4.38901
RUNX3.H13CORE.2.S.B	2.67143	4.38646	7.51501
RX.H13CORE.0.SM.B	2.88361	4.34311	7.50691
RXRA.H13CORE.0.PS.A	4.80653	5.76533	7.75710
RXRA.H13CORE.1.S.C	3.23151	4.47591	7.01691
RXRA.H13CORE.2.SM.B	3.46411	4.52701	6.74281
RXRA.H13CORE.3.P.B	3.81061	4.86391	6.99821
RXRB.H13CORE.0.P.C	4.74071	5.55921	7.21671
RXRB.H13CORE.1.SM.B	1.72901	3.08381	5.85501
RXRB.H13CORE.2.PS.A	5.32341	5.93973	7.00634
RXRG.H13CORE.0.P.B	4.50672	5.48279	7.42011
RXRG.H13CORE.1.SM.B	2.95651	4.13551	6.54141
RXRG.H13CORE.2.P.B	1.20221	2.57091	5.40331
SALL1.H13CORE.0.P.C	4.61241	5.48451	7.24411
SALL3.H13CORE.0.PSG.A	-0.42849	1.24731	4.69581
SALL4.H13CORE.0.P.B	4.67592	5.57667	7.41473
SATB1.H13CORE.0.P.B	0.74371	2.30801	5.51351
SATB1.H13CORE.1.P.B	2.50651	4.13181	7.11615
SCRT1.H13CORE.0.PSM.A	1.40141	2.88681	5.91044
SCRT2.H13CORE.0.PSM.A	-1.62549	0.13511	4.01691
SETBP1.H13CORE.0.B.B	5.13271	5.92101	7.34811
SHOX.H13CORE.0.SM.B	2.26651	3.73331	7.35341
SHOX.H13CORE.1.S.B	2.45871	4.09922	7.94528
SHOX2.H13CORE.0.S.B	0.98971	2.59391	5.99861
SHOX2.H13CORE.1.S.C	1.96072	3.08891	7.66441
SIX1.H13CORE.0.P.B	3.60971	4.82191	7.15221
SIX1.H13CORE.1.SM.B	4.26001	5.65382	7.79621
SIX2.H13CORE.0.P.B	4.13911	5.21261	7.29271
SIX2.H13CORE.1.M.C	3.61421	4.77021	7.06071
SIX2.H13CORE.2.SM.B	5.31434	6.00576	7.31979
SIX3.H13CORE.0.SM.B	5.42193	6.23687	7.47254
SIX4.H13CORE.0.P.B	2.10551	3.44791	6.20732
SIX4.H13CORE.1.M.C	5.09561	5.91891	7.39011
SIX6.H13CORE.0.SM.B	5.48151	6.12892	7.26524
SKOR1.H13CORE.0.M.C	-0.27469	1.69931	4.63761
SKOR1.H13CORE.1.S.C	1.01141	2.68231	5.51961
SKOR2.H13CORE.0.SM.B	-1.29609	1.95701	4.60601
SLC2A4RG.H13CORE.0.PSG.A	1.86174	3.35016	6.26035
SMAD2.H13CORE.0.P.B	4.66381	5.51336	7.23441
SMAD2.H13CORE.1.P.B	4.59918	5.59242	7.42727
SMAD3.H13CORE.0.S.B	1.91851	3.28631	7.02985
SMAD3.H13CORE.1.P.B	4.54101	5.60269	7.53772
SMAD3.H13CORE.2.P.C	4.69441	5.52251	7.20441
SMAD4.H13CORE.0.P.B	5.12412	6.06996	7.35776
SMAD4.H13CORE.1.P.B	4.42891	5.36801	7.25531
SMAD5.H13CORE.0.M.C	5.23392	6.24098	7.52768
SNAI1.H13CORE.0.PSM.A	1.86574	2.93803	6.83604
SNAI2.H13CORE.0.PSM.A	1.98703	3.00155	6.69664
SNAI3.H13CORE.0.S.C	2.25184	3.10132	7.69992
SOLH2.H13CORE.0.S.C	4.30921	5.44796	7.27397
SOX1.H13CORE.0.S.B	0.26031	1.87301	5.18991
SOX1.H13CORE.1.S.B	5.43138	6.18824	7.16794
SOX10.H13CORE.0.PSM.A	1.34951	2.80361	5.77671
SOX10.H13CORE.1.PSM.A	3.19498	5.07775	7.64735
SOX10.H13CORE.2.S.C	3.71381	4.81871	7.11151
SOX11.H13CORE.0.P.B	2.54482	3.95293	7.14676
SOX11.H13CORE.1.S.B	4.28641	5.30961	7.30681
SOX12.H13CORE.0.SM.B	3.92431	5.18761	7.53513
SOX13.H13CORE.0.P.B	4.43662	5.48301	7.60055
SOX14.H13CORE.0.SM.B	-1.02129	0.72431	4.32491
SOX15.H13CORE.0.P.B	5.10176	5.82360	7.23282
SOX17.H13CORE.0.PS.A	4.54551	5.49931	7.46603
SOX17.H13CORE.1.P.B	4.25271	5.28031	7.30581
SOX17.H13CORE.2.S.C	-4.57159	-2.59089	1.59001
SOX18.H13CORE.0.SM.B	3.20685	6.15901	7.86827
SOX2.H13CORE.0.P.B	4.02402	5.24331	7.50621
SOX2.H13CORE.1.P.B	3.91991	4.97111	7.07001
SOX2.H13CORE.2.S.B	5.38253	6.16828	7.43865
SOX2.H13CORE.3.S.B	3.45311	4.80431	7.25652
SOX21.H13CORE.0.S.B	4.82301	5.67911	7.31271
SOX3.H13CORE.0.PM.A	2.75832	4.89825	7.84230
SOX3.H13CORE.1.S.C	4.32611	5.60151	7.54011
SOX30.H13CORE.0.P.C	4.72433	5.57014	7.23745
SOX30.H13CORE.1.SM.B	3.95653	5.89461	7.78508
SOX4.H13CORE.0.PSM.A	1.95821	3.39992	7.12801
SOX5.H13CORE.0.P.B	4.28316	5.38214	7.48480
SOX6.H13CORE.0.P.B	4.64532	5.67952	7.57812
SOX7.H13CORE.0.PS.A	4.00099	5.10034	7.27026
SOX7.H13CORE.1.SM.B	2.12901	3.53961	6.36821
SOX8.H13CORE.0.PSM.A	4.32581	5.26561	7.17741
SOX8.H13CORE.1.PS.A	3.54905	5.16463	7.58289
SOX9.H13CORE.0.PS.A	2.05831	3.47731	6.40611
SOX9.H13CORE.1.PS.A	4.95524	6.24271	7.62110
SOX9.H13CORE.2.S.B	1.23401	2.69371	5.69481
SP1.H13CORE.0.P.B	1.78191	3.20661	6.11403
SP1.H13CORE.1.SM.B	2.38501	3.81641	6.80441
SP1.H13CORE.2.P.B	1.72531	3.12151	5.97231
SP100.H13CORE.0.PSGI.A	5.36798	6.09825	7.31151
SP140.H13CORE.0.PSGIB.A	4.98847	5.79792	7.32914
SP140L.H13CORE.0.PSGIB.A	5.38820	5.98261	7.09645
SP2.H13CORE.0.P.D	3.17142	4.41142	6.89072
SP2.H13CORE.1.P.B	4.82301	5.61941	7.21491
SP3.H13CORE.0.P.B	0.53061	2.03911	5.16211
SP3.H13CORE.1.S.B	4.96191	5.89262	7.51586
SP4.H13CORE.0.P.C	4.71631	5.50741	7.13771
SP4.H13CORE.1.S.B	4.10451	5.22221	7.37763
SP4.H13CORE.2.P.B	2.92591	4.10091	6.51551
SP5.H13CORE.0.P.B	3.46291	4.68631	7.11441
SP5.H13CORE.1.P.B	2.72241	3.89401	6.32001
SP7.H13CORE.0.P.B	4.11471	5.11301	7.13201
SP8.H13CORE.0.SM.B	1.47991	2.87702	6.35012
SP9.H13CORE.0.P.B	4.48711	5.39201	7.21931
SP9.H13CORE.1.S.C	1.16482	2.61452	6.11065
SPDEF.H13CORE.0.PSM.A	3.26016	4.68772	7.40451
SPDEF.H13CORE.1.SM.B	2.09231	3.57161	6.63781
SPI1.H13CORE.0.P.B	1.48551	2.99801	6.05193
SPI1.H13CORE.1.S.B	4.94802	5.88951	7.50495
SPIB.H13CORE.0.P.B	0.77641	2.33011	5.50461
SPIB.H13CORE.1.S.C	-1.31269	0.47814	4.14162
SPIB.H13CORE.2.SM.B	-2.42489	-0.54349	3.38341
SRBP1.H13CORE.0.P.B	3.85984	5.03771	7.09335
SRBP1.H13CORE.1.S.C	4.28541	5.52441	7.61081
SRBP2.H13CORE.0.S.B	3.60172	4.83381	7.26833
SRBP2.H13CORE.1.P.B	4.99041	5.71731	7.15431
SRBP2.H13CORE.2.M.C	4.23711	5.21712	7.32531
SRF.H13CORE.0.PSM.A	2.88811	4.10081	6.58861
SRY.H13CORE.0.S.B	5.11773	6.00524	7.43461
SRY.H13CORE.1.S.B	1.48671	2.93131	5.86221
STA5A.H13CORE.0.P.B	3.01329	4.32000	6.86039
STA5B.H13CORE.0.P.B	2.90221	4.29861	6.79085
STAT1.H13CORE.0.P.B	4.04481	5.08431	7.15781
STAT1.H13CORE.1.P.B	1.08861	2.56051	5.59091
STAT2.H13CORE.0.P.B	2.42961	3.68831	6.29651
STAT3.H13CORE.0.P.B	4.25501	5.26532	7.28471
STAT4.H13CORE.0.P.B	4.56735	5.47152	7.33054
STAT6.H13CORE.0.P.B	3.12971	4.38761	7.06152
STF1.H13CORE.0.PSM.A	3.60201	4.76742	7.09085
SUH.H13CORE.0.P.B	3.97331	5.16352	7.53440
TAF1.H13CORE.0.P.B	4.38781	5.27831	7.10871
TAL1.H13CORE.0.P.B	3.87351	5.02361	7.29531
TAL1.H13CORE.1.P.B	5.15491	5.78461	6.96851
TAL1.H13CORE.2.P.B	4.69751	5.51961	7.19191
TBP.H13CORE.0.P.B	4.35036	5.33509	7.24887
TBR1.H13CORE.0.PS.A	-0.00809	1.66621	5.08061
TBX1.H13CORE.0.S.B	2.97291	4.27841	6.89511
TBX15.H13CORE.0.SM.B	4.36191	5.49931	7.52051
TBX18.H13CORE.0.M.C	4.09222	5.21032	7.33766
TBX19.H13CORE.0.PS.A	2.48821	3.70701	6.21841
TBX19.H13CORE.1.SM.B	3.33762	4.62571	7.11293
TBX2.H13CORE.0.SM.B	5.16632	5.89671	7.29667
TBX20.H13CORE.0.P.C	4.34981	5.28121	7.18891
TBX20.H13CORE.1.M.C	5.05432	5.83038	7.28683
TBX20.H13CORE.2.SM.B	3.45271	4.57441	6.83781
TBX21.H13CORE.0.PSM.A	3.78641	4.89151	7.19081
TBX3.H13CORE.0.PSM.A	3.50381	4.84112	7.35027
TBX4.H13CORE.0.PS.A	5.34914	6.12897	7.32607
TBX4.H13CORE.1.S.B	0.93491	2.41301	5.44621
TBX5.H13CORE.0.PS.A	5.19476	5.86405	7.04005
TBX5.H13CORE.1.P.B	4.56371	5.44921	7.23748
TBX5.H13CORE.2.S.B	-0.58249	1.06371	4.46281
TBX6.H13CORE.0.PSM.A	3.42161	4.73572	7.25023
TBXT.H13CORE.0.PS.A	4.32711	5.22461	7.07621
TBXT.H13CORE.1.PSM.A	4.87431	5.78361	7.41895
TCF20.H13CORE.0.B.B	5.63411	6.24343	7.15189
TCF21.H13CORE.0.PS.A	3.58371	4.83992	7.44933
TCF21.H13CORE.1.SM.B	1.86632	3.31212	6.62196
TCF7.H13CORE.0.PSM.A	4.46901	5.39141	7.25081
TEAD1.H13CORE.0.PSM.A	3.26001	4.63012	7.25605
TEAD1.H13CORE.1.P.C	4.26901	5.28431	7.28791
TEAD1.H13CORE.2.S.C	-2.33249	-0.57169	3.09621
TEAD2.H13CORE.0.PSM.A	2.25381	3.54511	7.06009
TEAD3.H13CORE.0.PS.A	3.97351	5.08011	7.25702
TEAD3.H13CORE.1.S.B	2.35691	3.66841	6.33331
TEAD4.H13CORE.0.PS.A	4.18222	5.28631	7.58312
TEAD4.H13CORE.1.P.B	3.79221	4.94471	7.18251
TEF.H13CORE.0.SM.B	1.47811	3.21371	5.91282
TERF1.H13CORE.0.PSGB.A	5.39832	6.19313	7.44259
TET3.H13CORE.0.PSGIB.A	4.46361	5.40521	7.24271
TF2L1.H13CORE.0.PSM.A	2.34371	3.68731	6.39041
TF2L1.H13CORE.1.P.B	5.15299	5.96483	7.30557
TF2LX.H13CORE.0.SM.B	5.71010	6.47659	7.27251
TF2LX.H13CORE.1.SM.B	1.06371	2.60881	5.97581
TF2LY.H13CORE.0.SM.B	2.80331	4.09091	7.42714
TF2LY.H13CORE.1.SM.B	0.56891	2.19601	5.62441
TF65.H13CORE.0.P.B	3.48061	4.66051	6.99483
TF7L1.H13CORE.0.PM.A	4.43151	5.41884	7.36361
TF7L1.H13CORE.1.P.C	4.23332	5.20662	7.18722
TF7L1.H13CORE.2.S.C	0.64671	2.16311	5.27531
TF7L2.H13CORE.0.P.B	4.12341	5.16891	7.23753
TFAP4.H13CORE.0.PSM.A	-0.52197	3.12646	4.74642
TFCP2.H13CORE.0.SM.B	0.23591	1.73801	4.83551
TFCP2.H13CORE.1.SM.B	-0.39629	1.23661	4.59231
TFCP2.H13CORE.2.S.C	2.67911	4.04431	7.05472
TFDP1.H13CORE.0.P.B	4.86444	5.68948	7.31392
TFE2.H13CORE.0.PS.A	2.87634	4.68768	8.09795
TFE3.H13CORE.0.PSM.A	1.16449	2.73502	5.81765
TFEB.H13CORE.0.SM.B	1.22652	2.87822	5.71732
TFEB.H13CORE.1.P.C	4.54321	5.53021	7.38791
TFEC.H13CORE.0.M.B	-0.38219	1.42711	4.99871
TFEC.H13CORE.1.SM.B	-1.94707	-0.31597	3.92855
TGIF1.H13CORE.0.PSM.A	5.19750	5.91476	7.59725
TGIF1.H13CORE.1.S.B	1.73611	3.29361	6.36531
TGIF2.H13CORE.0.S.B	1.42511	2.92441	6.04931
TGIF2.H13CORE.1.PSM.A	4.41972	5.95091	7.87392
THA.H13CORE.0.P.B	3.56551	4.65441	6.87311
THA.H13CORE.1.PS.A	4.70228	6.01242	7.70855
THA.H13CORE.2.S.B	-0.22329	1.45221	4.89531
THAP1.H13CORE.0.P.B	4.27741	5.14871	6.97821
THB.H13CORE.0.P.B	3.83651	4.86131	6.95901
THB.H13CORE.1.PSM.A	5.11596	5.79146	6.96828
THB.H13CORE.2.SM.B	1.46951	2.86761	5.70241
THB.H13CORE.3.S.C	-1.48879	0.31171	4.09141
TIGD3.H13CORE.0.PSGIB.A	-3.38479	-1.48799	2.45071
TIGD4.H13CORE.0.PSGI.A	1.61861	2.91041	5.60891
TIGD5.H13CORE.0.SGI.A	-2.18589	-0.43209	3.23351
TIGD7.H13CORE.0.SGIB.A	2.85971	4.04391	6.48021
TLX2.H13CORE.0.SM.B	4.53911	5.89061	7.72091
TLX3.H13CORE.0.SM.B	5.00921	5.94972	7.50930
TPRX1.H13CORE.0.PSGIB.A	3.16041	4.66981	7.37241
TRPS1.H13CORE.0.P.B	5.46227	6.17597	7.29383
TSHZ2.H13CORE.0.SG.A	-8.69349	-6.46958	-1.91128
TTF1.H13CORE.0.PSG.A	3.29661	4.35681	6.57181
TWST1.H13CORE.0.P.B	1.79291	3.15211	5.93801
TWST1.H13CORE.1.P.B	4.25491	5.34331	7.40561
TWST2.H13CORE.0.P.B	3.07761	4.41561	7.02291
TWST2.H13CORE.1.P.B	3.31633	4.77521	7.81945
TYY1.H13CORE.0.PSM.A	2.62041	3.99481	6.70135
TYY1.H13CORE.1.S.B	4.12167	5.46945	7.61045
TYY2.H13CORE.0.PS.A	2.40363	3.81155	6.63076
TYY2.H13CORE.1.SM.B	1.39531	2.83271	5.74941
TZAP.H13CORE.0.P.B	4.25961	5.43041	7.56171
UBIP1.H13CORE.0.SM.B	2.60281	3.90731	6.52951
UNC4.H13CORE.0.S.B	3.47941	4.77021	7.18041
UNC4.H13CORE.1.S.B	3.92481	5.67191	7.91952
USF1.H13CORE.0.PSM.A	1.68541	3.27341	6.28034
USF2.H13CORE.0.PSM.A	1.14831	2.77021	5.89071
USF3.H13CORE.0.PSGIB.A	-0.29071	1.74302	4.99661
VAX1.H13CORE.0.SM.B	4.80722	6.08003	7.72424
VAX2.H13CORE.0.SM.B	2.97011	4.97463	7.77961
VDR.H13CORE.0.PS.A	4.27841	5.20821	7.11781
VDR.H13CORE.1.PS.A	4.19694	5.42941	7.81087
VENTX.H13CORE.0.SM.B	5.37553	6.22066	7.26259
VENTX.H13CORE.1.S.C	2.16421	3.48811	6.21681
VEZF1.H13CORE.0.P.C	2.38312	3.73437	6.46410
VEZF1.H13CORE.1.P.B	4.02481	4.96161	6.91851
VSX1.H13CORE.0.SM.B	2.24064	3.75911	6.83819
VSX1.H13CORE.1.SM.B	0.62171	2.23151	5.64851
VSX2.H13CORE.0.PSM.A	0.97673	2.69567	5.87514
VSX2.H13CORE.1.S.B	0.30151	1.95821	5.36681
WT1.H13CORE.0.P.B	3.94580	5.00613	7.19108
WT1.H13CORE.1.P.B	2.96321	4.18441	6.67041
XBP1.H13CORE.0.PS.A	4.82112	5.70902	7.37022
XBP1.H13CORE.1.M.B	4.34671	5.41651	7.39291
YBOX1.H13CORE.0.SM.B	3.04561	4.48621	7.29721
Z280A.H13CORE.0.P.B	4.41371	5.33441	7.20561
Z324A.H13CORE.0.P.B	2.98461	4.06131	6.32891
Z354A.H13CORE.0.P.B	-1.45749	0.00921	3.11701
Z585A.H13CORE.0.P.C	3.29851	4.37771	6.61501
Z585B.H13CORE.0.P.C	-13.36669	-11.19889	-6.59059
Z705G.H13CORE.0.P.C	3.19061	4.32101	6.63941
Z780A.H13CORE.0.P.C	2.43211	3.62151	6.10181
ZBED1.H13CORE.0.S.B	0.44271	2.03621	5.33412
ZBED2.H13CORE.0.PSGIB.A	4.92383	5.61862	7.87493
ZBED4.H13CORE.0.SGIB.A	4.06241	5.09471	7.14541
ZBED5.H13CORE.0.PSGIB.A	5.21775	6.05443	7.42919
ZBT12.H13CORE.0.P.B	4.52644	5.48751	7.37103
ZBT14.H13CORE.0.P.C	3.50591	4.58471	6.81381
ZBT14.H13CORE.1.S.B	-2.20329	-0.45129	3.24451
ZBT16.H13CORE.0.P.B	4.86121	5.65132	7.43402
ZBT17.H13CORE.0.P.B	4.61191	5.45631	7.18501
ZBT18.H13CORE.0.PSM.A	4.41462	5.43418	7.44440
ZBT20.H13CORE.0.SM.B	3.05921	4.41501	7.44951
ZBT22.H13CORE.0.SM.B	0.09601	1.72881	5.07151
ZBT24.H13CORE.0.P.B	3.06411	4.18671	6.52461
ZBT26.H13CORE.0.PSM.A	4.33274	5.36124	7.51010
ZBT26.H13CORE.1.SM.B	-1.29959	0.51241	4.20211
ZBT37.H13CORE.0.M.C	4.48106	5.68931	7.65262
ZBT40.H13CORE.0.P.B	-2.56769	-1.01869	2.26811
ZBT42.H13CORE.0.P.C	3.60979	4.96874	7.50802
ZBT43.H13CORE.0.S.C	5.39393	6.09526	7.26349
ZBT44.H13CORE.0.P.C	4.81341	5.75301	7.41891
ZBT45.H13CORE.0.SM.B	2.44011	3.92544	7.16463
ZBT49.H13CORE.0.P.C	1.11791	2.42171	5.15111
ZBT7A.H13CORE.0.P.B	4.25004	5.68780	7.83938
ZBT7A.H13CORE.1.SM.B	2.53461	3.98301	6.93541
ZBT7B.H13CORE.0.SM.B	2.07884	3.56843	6.60714
ZBT7C.H13CORE.0.S.B	4.83486	5.75202	7.58396
ZBTB2.H13CORE.0.SM.B	4.47573	5.76308	7.65434
ZBTB24.H13CORE.0.SG.A	0.55411	2.02661	5.08761
ZBTB40.H13CORE.0.PSG.A	-4.65769	-2.67369	1.48331
ZBTB41.H13CORE.0.PSG.A	3.09351	4.27481	6.69001
ZBTB47.H13CORE.0.PSG.A	-1.71849	0.02561	3.65031
ZBTB5.H13CORE.0.SGI.A	4.03211	5.30961	7.46381
ZBTB6.H13CORE.0.P.B	3.61061	4.80751	7.10991
ZBTB8A.H13CORE.0.PSGI.A	3.45501	4.70561	7.07491
ZBTB8B.H13CORE.0.PSGI.A	1.64731	3.11661	6.09111
ZEB1.H13CORE.0.P.B	2.82662	4.40487	7.60332
ZEB2.H13CORE.0.P.B	4.77508	5.91595	7.83356
ZF64B.H13CORE.0.P.B	4.10431	5.04291	6.99431
ZF64B.H13CORE.1.P.B	4.64331	5.46691	7.16581
ZF69B.H13CORE.0.P.C	1.78271	3.16701	6.01191
ZFAT.H13CORE.0.PSGI.A	-5.14879	-3.10369	1.08761
ZFP1.H13CORE.0.PSM.A	4.02501	4.93631	6.85891
ZFP14.H13CORE.0.P.C	1.70161	3.11731	6.01711
ZFP28.H13CORE.0.P.B	0.70061	2.01631	4.79151
ZFP3.H13CORE.0.P.C	-3.11769	-1.49949	1.92221
ZFP37.H13CORE.0.P.C	3.38171	4.47051	6.71311
ZFP41.H13CORE.0.SM.B	-8.31239	-6.07849	-1.35989
ZFP42.H13CORE.0.PM.A	2.94961	4.22011	6.73821
ZFP57.H13CORE.0.P.B	2.61480	3.89132	8.07154
ZFP69.H13CORE.0.P.C	1.67321	2.96561	5.65301
ZFP82.H13CORE.0.P.C	2.18431	3.35661	5.82151
ZFP90.H13CORE.0.P.C	3.25871	4.33112	6.57904
ZFP90.H13CORE.1.P.C	-3.39299	-1.79019	1.61151
ZFP91.H13CORE.0.SGI.A	-1.45669	0.35891	4.07981
ZFPM1.H13CORE.0.I.C	1.56321	6.62790	7.75614
ZFTA.H13CORE.0.PSGIB.A	1.67980	3.07360	6.37004
ZFX.H13CORE.0.P.B	3.31380	5.10327	7.78967
ZGLP1.H13CORE.0.SGB.A	2.65531	4.47761	7.32101
ZIC1.H13CORE.0.P.B	4.31468	5.26682	7.26908
ZIC1.H13CORE.1.M.B	1.47131	2.87371	5.75771
ZIC1.H13CORE.2.S.B	2.07421	3.39161	6.09781
ZIC2.H13CORE.0.P.B	3.76841	4.86721	7.06981
ZIC3.H13CORE.0.P.B	3.57451	4.70741	6.99381
ZIC3.H13CORE.1.S.B	3.51391	4.59201	6.81521
ZIC3.H13CORE.2.M.B	-1.70459	0.04361	3.67301
ZIC4.H13CORE.0.SM.B	4.14341	5.15931	7.17961
ZIC5.H13CORE.0.P.B	1.83231	3.22981	6.07461
ZIC5.H13CORE.1.M.C	-4.68959	-2.70139	1.45741
ZIC5.H13CORE.2.S.C	-1.50209	0.20571	3.74911
ZIK1.H13CORE.0.P.C	2.80951	3.96441	6.36091
ZIM3.H13CORE.0.P.B	1.15541	2.61551	5.62661
ZKSC1.H13CORE.0.P.B	0.71731	2.14931	5.13031
ZKSC5.H13CORE.0.P.C	2.02131	3.47021	6.55186
ZKSC8.H13CORE.0.P.B	2.71801	3.79991	6.09241
ZKSC8.H13CORE.1.P.B	4.37001	5.25551	7.09351
ZKSCAN4.H13CORE.0.SG.A	-0.11829	1.47301	4.76781
ZN100.H13CORE.0.P.B	-9.96639	-7.89439	-3.50949
ZN100.H13CORE.1.P.B	2.86231	4.11031	6.65091
ZN101.H13CORE.0.P.C	1.60781	2.93061	5.67201
ZN112.H13CORE.0.P.C	-9.77949	-7.74409	-3.43319
ZN121.H13CORE.0.P.B	-7.10879	-5.26199	-1.33999
ZN124.H13CORE.0.P.C	3.31301	4.48411	6.85021
ZN132.H13CORE.0.P.C	0.88761	2.22061	5.01891
ZN133.H13CORE.0.P.B	2.45331	3.56881	5.93181
ZN134.H13CORE.0.P.C	2.99191	4.14141	6.52191
ZN134.H13CORE.1.P.C	2.95871	4.07121	6.39601
ZN135.H13CORE.0.P.C	-2.44519	-0.92169	2.31441
ZN136.H13CORE.0.P.B	-2.88329	-1.31819	2.00061
ZN140.H13CORE.0.P.B	1.53301	2.80341	5.46931
ZN140.H13CORE.1.SM.B	-0.68539	0.95231	4.35501
ZN141.H13CORE.0.P.C	1.45731	2.84481	5.69941
ZN143.H13CORE.0.P.B	-3.19709	-1.48659	2.10831
ZN148.H13CORE.0.P.B	-1.78169	-0.02099	3.70921
ZN154.H13CORE.0.P.C	-3.31889	-1.52789	2.17331
ZN157.H13CORE.0.P.B	3.44431	4.46411	6.60191
ZN160.H13CORE.0.P.C	-3.39309	-1.75589	1.70801
ZN165.H13CORE.0.P.C	3.46091	4.53941	6.76691
ZN174.H13CORE.0.M.C	-2.11889	-0.29789	3.46241
ZN177.H13CORE.0.SM.B	3.80111	4.82141	6.91991
ZN180.H13CORE.0.P.C	2.17071	3.34191	5.80951
ZN184.H13CORE.0.P.B	-14.01729	-11.80929	-7.12459
ZN189.H13CORE.0.P.B	3.56411	4.71291	7.02831
ZN189.H13CORE.1.P.B	2.92651	4.09561	6.50391
ZN197.H13CORE.0.P.C	1.99361	3.22571	5.79641
ZN205.H13CORE.0.P.C	4.34721	5.22821	7.05501
ZN211.H13CORE.0.P.B	1.30751	2.81963	5.90426
ZN211.H13CORE.1.P.C	0.01691	1.47821	4.53271
ZN213.H13CORE.0.P.C	4.10711	5.05391	7.01141
ZN214.H13CORE.0.P.B	0.85301	2.22281	5.07481
ZN222.H13CORE.0.P.C	4.87031	5.69902	7.31993
ZN223.H13CORE.0.P.C	3.40561	4.50781	6.77551
ZN224.H13CORE.0.P.B	4.37591	5.23711	7.03411
ZN239.H13CORE.0.P.C	1.99331	3.19771	5.72621
ZN248.H13CORE.0.P.B	-15.23939	-12.80919	-7.66189
ZN250.H13CORE.0.P.C	-3.76789	-2.16509	1.24281
ZN250.H13CORE.1.M.C	4.52146	5.72533	7.65189
ZN251.H13CORE.0.P.C	2.58551	3.74251	6.16531
ZN254.H13CORE.0.P.C	-15.94869	-13.61759	-8.65529
ZN257.H13CORE.0.P.B	2.99541	4.32123	6.92998
